"code","error","x-global-transaction-id","usage__text_units","usage__text_characters","usage__features","language","keywords__text","keywords__sentiment__score","keywords__sentiment__label","keywords__relevance","keywords__emotion__sadness","keywords__emotion__joy","keywords__emotion__fear","keywords__emotion__disgust","keywords__emotion__anger"
"","","","1","21","1","en","","","","","","","","",""
"","","","1","65","1","en","totally tasty part.","0","neutral","0.965067","0.167452","0.31577","0.257211","0.084744","0.176999"
"","","","1","41","1","en","watery texture","0.776308","positive","0.957585","0.128286","0.264209","0.081309","0.10669","0.127758"
"","","","1","28","1","en","","","","","","","","",""
"","","","1","125","1","en","watery results","-0.768116","negative","0.997256","0.247122","0.189434","0.126138","0.031205","0.06385"
"","","","1","29","1","en","terms","0","neutral","0.982047","0.344428","0.122754","0.060884","0.0321","0.016568"
"","","","1","83","1","en","bright lipsticks","0","neutral","0.904499","0.057869","0.809063","0.047905","0.035715","0.038412"
"","","","1","57","1","en","bit","-0.34197","negative","0.904899","0.786124","0.054785","0.154676","0.066023","0.047974"
"","","","1","42","1","en","JELLY","-0.467596","negative","0.944553","0.497807","0.074304","0.087978","0.071874","0.164203"
"400","not enough text provided for language detection","0e7fa6da5a72ce3a0ce149a5","","","","","","","","","","","","",""
"","","","1","96","1","en","watery texture","0.580049","positive","0.914172","0.061323","0.221558","0.099308","0.133053","0.371602"
"","","","1","67","1","en","lips","0.822036","positive","0.903035","0.081271","0.613756","0.054388","0.032034","0.034265"
"400","not enough text provided for language detection","0e7fa6da5a72ce3a0ce15225","","","","","","","","","","","","",""
"","","","1","51","1","en","brush applicator","-0.508858","negative","0.973017","0.329062","0.182207","0.175718","0.110843","0.103248"
"400","not enough text provided for language detection","0e7fa6da5a72ce3a0ce15235","","","","","","","","","","","","",""
"","","","1","44","1","en","non","-0.444588","negative","0.994431","0.378875","0.085493","0.196743","0.172167","0.079259"
"","","","1","18","1","en","","","","","","","","",""
"","","","1","187","1","en","watery lip gloss","-0.582338","negative","0.982978","0.382337","0.190081","0.138163","0.164339","0.129618"
"400","not enough text provided for language detection","0e7fa6da5a72ce3a0ce15265","","","","","","","","","","","","",""
"","","","1","45","1","en","jelly","-0.729265","negative","0.976146","0.136262","0.263153","0.083428","0.111821","0.129804"
"","","","1","32","1","en","applicator","0.459003","positive","0.919699","0.148831","0.179551","0.091248","0.074744","0.088473"
"","","","1","53","1","en","Tasty","0","neutral","0.983796","0.128575","0.051942","0.152492","0.1573","0.645946"
"","","","1","54","1","en","lips","0","neutral","0.97135","0.570756","0.154754","0.15139","0.156754","0.115179"
"400","not enough text provided for language detection","0e7fa6da5a72ce3a0ce152a5","","","","","","","","","","","","",""
"","","","1","86","1","en","sensorial applicator","0","neutral","0.91535","0.148831","0.182016","0.086307","0.074984","0.081013"
"","","","1","39","1","en","jelly texture","-0.408464","negative","0.919739","0.136321","0.184213","0.085084","0.079668","0.088473"
"","","","1","68","1","en","lip gloss","-0.35037","negative","0.941559","0.18947","0.254984","0.130941","0.250792","0.075801"
"","","","1","38","1","en","package","0.833316","positive","0.980324","0.34006","0.10023","0.015403","0.077556","0.067758"
"","","","1","126","1","en","flavorful gloss","0.203684","positive","0.943114","0.133281","0.343115","0.092222","0.086582","0.099856"
